file_number,phrase,trc,readID,telo_length
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.774,m84091_241205_180120_s2/250483469/ccs,850
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.720,m84091_241205_180120_s2/227544218/ccs,970
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.846,m84091_241205_180120_s2/214896773/ccs,2800
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.906,m84091_241205_180120_s2/239670621/ccs,880
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.804,m84091_241205_180120_s2/240717589/ccs,1300
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.900,m84091_241205_180120_s2/264244871/ccs,1360
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.750,m84091_241205_180120_s2/216930055/ccs,1420
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.720,m84091_241205_180120_s2/232984365/ccs,2410
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.702,m84091_241205_180120_s2/259264868/ccs,1390
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.768,m84091_241205_180120_s2/242880835/ccs,1750
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/216077755/ccs,4300
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.858,m84091_241205_180120_s2/68223297/ccs,1060
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/27396563/ccs,4360
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.708,m84091_241205_180120_s2/69271928/ccs,910
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.990,m84091_241205_180120_s2/59312890/ccs,4630
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.864,m84091_241205_180120_s2/12714152/ccs,1270
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.978,m84091_241205_180120_s2/39389228/ccs,1480
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.888,m84091_241205_180120_s2/16451460/ccs,1180
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.050,m84091_241205_180120_s2/54921408/ccs,1060
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.864,m84091_241205_180120_s2/95094774/ccs,760
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.858,m84091_241205_180120_s2/67897317/ccs,760
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.714,m84091_241205_180120_s2/14353432/ccs,1870
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/61932364/ccs,4360
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.840,m84091_241205_180120_s2/23724757/ccs,850
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.894,m84091_241205_180120_s2/57739880/ccs,1150
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.990,m84091_241205_180120_s2/56295981/ccs,4300
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.756,m84091_241205_180120_s2/59901601/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.708,m84091_241205_180120_s2/54855772/ccs,790
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.972,m84091_241205_180120_s2/67437330/ccs,1750
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.726,m84091_241205_180120_s2/42010667/ccs,1180
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.846,m84091_241205_180120_s2/38930282/ccs,850
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.882,m84091_241205_180120_s2/72483104/ccs,2260
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.972,m84091_241205_180120_s2/109183718/ccs,7330
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/102959523/ccs,4540
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.942,m84091_241205_180120_s2/94961784/ccs,2980
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.960,m84091_241205_180120_s2/122096394/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.708,m84091_241205_180120_s2/128321975/ccs,1540
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.726,m84091_241205_180120_s2/104137002/ccs,2200
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.732,m84091_241205_180120_s2/96534671/ccs,1060
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.720,m84091_241205_180120_s2/162398316/ccs,760
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.714,m84091_241205_180120_s2/72549424/ccs,670
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.822,m84091_241205_180120_s2/107218625/ccs,1030
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/102762473/ccs,6580
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.972,m84091_241205_180120_s2/137694169/ccs,5710
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.978,m84091_241205_180120_s2/106037412/ccs,4480
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.002,m84091_241205_180120_s2/156633938/ccs,4570
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.936,m84091_241205_180120_s2/94962481/ccs,1540
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.080,m84091_241205_180120_s2/116655164/ccs,1120
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.792,m84091_241205_180120_s2/120195623/ccs,1090
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/124190890/ccs,5290
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.990,m84091_241205_180120_s2/81201766/ccs,2980
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.798,m84091_241205_180120_s2/98566815/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.786,m84091_241205_180120_s2/134349108/ccs,910
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.002,m84091_241205_180120_s2/96338291/ccs,5320
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/118816857/ccs,3550
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.936,m84091_241205_180120_s2/104532745/ccs,2170
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.792,m84091_241205_180120_s2/113967887/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.816,m84091_241205_180120_s2/198443128/ccs,970
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.726,m84091_241205_180120_s2/158534395/ccs,1210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.990,m84091_241205_180120_s2/153617003/ccs,1060
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.882,m84091_241205_180120_s2/174458553/ccs,820
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.924,m84091_241205_180120_s2/188550087/ccs,2050
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/169936778/ccs,2830
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.888,m84091_241205_180120_s2/203032513/ccs,1600
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/182848083/ccs,6670
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/179373763/ccs,5980
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.906,m84091_241205_180120_s2/181012343/ccs,2290
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.780,m84091_241205_180120_s2/197394509/ccs,2020
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.762,m84091_241205_180120_s2/181863761/ccs,1660
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.966,m84091_241205_180120_s2/265291962/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/30805044/ccs,5950
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.942,m84091_241205_180120_s2/254543245/ccs,1030
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.990,m84091_241205_180120_s2/209454201/ccs,3280
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.774,m84091_241205_180120_s2/245566153/ccs,1150
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.792,m84091_241205_180120_s2/254675695/ccs,1210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.702,m84091_241205_180120_s2/34803226/ccs,1120
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.720,m84091_241205_180120_s2/219349900/ccs,1210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.888,m84091_241205_180120_s2/255591040/ccs,940
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.720,m84091_241205_180120_s2/240386840/ccs,1120
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.840,m84091_241205_180120_s2/262407594/ccs,1360
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.002,m84091_241205_180120_s2/239143004/ccs,5020
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.864,m84091_241205_180120_s2/252709495/ccs,910
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.008,m84091_241205_180120_s2/251333188/ccs,1270
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.762,m84091_241205_180120_s2/233637197/ccs,730
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.786,m84091_241205_180120_s2/239927608/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.972,m84091_241205_180120_s2/210700309/ccs,2590
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.702,m84091_241205_180120_s2/221250911/ccs,820
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.822,m84091_241205_180120_s2/95163524/ccs,1210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.756,m84091_241205_180120_s2/32641180/ccs,2200
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.002,m84091_241205_180120_s2/73078649/ccs,4090
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.008,m84091_241205_180120_s2/71896528/ccs,1000
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.990,m84091_241205_180120_s2/10751997/ccs,3580
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.726,m84091_241205_180120_s2/89460793/ccs,1360
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.888,m84091_241205_180120_s2/18748789/ccs,1270
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.942,m84091_241205_180120_s2/47584976/ccs,1660
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.816,m84091_241205_180120_s2/72946372/ccs,2170
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.768,m84091_241205_180120_s2/21172362/ccs,730
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.888,m84091_241205_180120_s2/62592759/ccs,1690
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.972,m84091_241205_180120_s2/16912178/ccs,6850
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.978,m84091_241205_180120_s2/60166664/ccs,5380
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.960,m84091_241205_180120_s2/58855481/ccs,5380
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/54070991/ccs,4240
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.966,m84091_241205_180120_s2/101650751/ccs,6160
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.954,m84091_241205_180120_s2/62723393/ccs,4210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.966,m84091_241205_180120_s2/49351982/ccs,2860
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.732,m84091_241205_180120_s2/23270801/ccs,2470
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/40242762/ccs,5470
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.900,m84091_241205_180120_s2/9703793/ccs,1300
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.864,m84091_241205_180120_s2/67177616/ccs,1180
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.002,m84091_241205_180120_s2/8457271/ccs,3850
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.840,m84091_241205_180120_s2/40570424/ccs,1270
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.942,m84091_241205_180120_s2/24385172/ccs,760
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.732,m84091_241205_180120_s2/87430756/ccs,820
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/122948648/ccs,4570
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.984,m84091_241205_180120_s2/103618383/ccs,3010
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.002,m84091_241205_180120_s2/75239376/ccs,4210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.936,m84091_241205_180120_s2/131928666/ccs,1900
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.960,m84091_241205_180120_s2/170202162/ccs,730
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/109516153/ccs,5320
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.996,m84091_241205_180120_s2/104599296/ccs,5200
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.708,m84091_241205_180120_s2/121444122/ccs,1420
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.912,m84091_241205_180120_s2/145823343/ccs,970
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.756,m84091_241205_180120_s2/94246683/ccs,820
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.702,m84091_241205_180120_s2/162860119/ccs,850
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.816,m84091_241205_180120_s2/122361518/ccs,4360
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,1.032,m84091_241205_180120_s2/100208822/ccs,1030
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.924,m84091_241205_180120_s2/137369268/ccs,1210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.768,m84091_241205_180120_s2/100273272/ccs,1450
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.924,m84091_241205_180120_s2/106959958/ccs,1030
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.912,m84091_241205_180120_s2/100011952/ccs,1210
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.918,m84091_241205_180120_s2/100143976/ccs,3730
m84091_241205_180120_s2.hifi_reads.bc1003.fastq,4,0.714,m84091_241205_180120_s2/170069740/ccs,1450
